ticket_id,date,time,day_of_week,month,branch_id,branch_name,city,dish,category,unit_price,quantity,total_sale,ingredient_cost,gross_margin,payment_method,tip,total_with_tip,hour,year_month,daypart
TKT-20250626-006-02710,2025-06-26,15:13,Jueves,June,SUC006,Querétaro,Querétaro,Mole Poblano,Platos Fuertes,175,2,350,110,240,Tarjeta de Débito,0.0,350.0,15,2025-06,Comida
TKT-20251027-006-02711,2025-10-27,13:04,Lunes,October,SUC006,Querétaro,Querétaro,Chiles Rellenos,Platos Fuertes,155,2,310,90,220,Efectivo,46.5,356.5,13,2025-10,Comida
TKT-20251024-002-02712,2025-10-24,13:00,Viernes,October,SUC002,Ciudad de México Sur,Ciudad de México,Margarita,Bebidas,95,2,190,50,140,Efectivo,19.0,209.0,13,2025-10,Comida
TKT-20250820-004-02713,2025-08-20,12:10,Miércoles,August,SUC004,Monterrey,Monterrey,Nachos con Carne,Entradas,125,2,250,80,170,Tarjeta de Crédito,25.0,275.0,12,2025-08,Comida
TKT-20251102-003-02714,2025-11-02,14:26,Domingo,November,SUC003,Guadalajara,Guadalajara,Sopa de Tortilla,Entradas,75,1,75,20,55,App de Pago,11.25,86.25,14,2025-11,Comida
TKT-20250819-001-02715,2025-08-19,12:57,Martes,August,SUC001,Ciudad de México Centro,Ciudad de México,Nachos con Carne,Entradas,125,3,375,120,255,Tarjeta de Crédito,56.25,431.25,12,2025-08,Comida
TKT-20250517-003-02716,2025-05-17,20:19,Sábado,May,SUC003,Guadalajara,Guadalajara,Agua de Tamarindo,Bebidas,35,1,35,8,27,App de Pago,5.25,40.25,20,2025-05,Tarde
TKT-20260107-002-02717,2026-01-07,13:30,Miércoles,January,SUC002,Ciudad de México Sur,Ciudad de México,Agua de Horchata,Bebidas,35,1,35,8,27,Tarjeta de Débito,3.5,38.5,13,2026-01,Comida
TKT-20250709-010-02718,2025-07-09,12:37,Miércoles,July,SUC010,León,León,Mole Poblano,Platos Fuertes,175,1,175,55,120,Efectivo,0.0,175.0,12,2025-07,Comida
TKT-20260117-004-02719,2026-01-17,13:29,Sábado,January,SUC004,Monterrey,Monterrey,Tacos al Pastor (3 pzas),Platos Fuertes,85,3,255,84,171,App de Pago,38.25,293.25,13,2026-01,Comida
TKT-20250415-006-02720,2025-04-15,14:28,Martes,April,SUC006,Querétaro,Querétaro,Margarita,Bebidas,95,1,95,25,70,Efectivo,19.0,114.0,14,2025-04,Comida
TKT-20251207-002-02721,2025-12-07,13:51,Domingo,December,SUC002,Ciudad de México Sur,Ciudad de México,Guacamole con Totopos,Entradas,89,1,89,25,64,Tarjeta de Crédito,0.0,89.0,13,2025-12,Comida
TKT-20251119-004-02722,2025-11-19,12:56,Miércoles,November,SUC004,Monterrey,Monterrey,Birria de Res,Platos Fuertes,185,2,370,120,250,Tarjeta de Crédito,37.0,407.0,12,2025-11,Comida
TKT-20251122-009-02723,2025-11-22,15:02,Sábado,November,SUC009,Tijuana,Tijuana,Enchiladas Rojas,Platos Fuertes,135,1,135,40,95,Efectivo,13.5,148.5,15,2025-11,Comida
TKT-20251228-001-02724,2025-12-28,20:56,Domingo,December,SUC001,Ciudad de México Centro,Ciudad de México,Chiles Rellenos,Platos Fuertes,155,1,155,45,110,Efectivo,0.0,155.0,20,2025-12,Tarde
TKT-20260125-003-02725,2026-01-25,14:53,Domingo,January,SUC003,Guadalajara,Guadalajara,Enchiladas Rojas,Platos Fuertes,135,2,270,80,190,Tarjeta de Crédito,27.0,297.0,14,2026-01,Comida
TKT-20250820-005-02726,2025-08-20,14:39,Miércoles,August,SUC005,Puebla,Puebla,Churros con Chocolate,Postres,65,1,65,18,47,Tarjeta de Débito,9.75,74.75,14,2025-08,Comida
TKT-20250501-001-02727,2025-05-01,13:26,Jueves,May,SUC001,Ciudad de México Centro,Ciudad de México,Agua de Horchata,Bebidas,35,1,35,8,27,Tarjeta de Débito,5.25,40.25,13,2025-05,Comida
TKT-20250910-007-02728,2025-09-10,20:29,Miércoles,September,SUC007,Cancún,Cancún,Mole Poblano,Platos Fuertes,175,1,175,55,120,Tarjeta de Débito,26.25,201.25,20,2025-09,Tarde
TKT-20250505-005-02729,2025-05-05,14:44,Lunes,May,SUC005,Puebla,Puebla,Pozole Rojo,Platos Fuertes,125,2,250,76,174,Tarjeta de Crédito,25.0,275.0,14,2025-05,Comida
TKT-20260124-007-02730,2026-01-24,19:02,Sábado,January,SUC007,Cancún,Cancún,Enchiladas Verdes,Platos Fuertes,135,2,270,80,190,Tarjeta de Crédito,40.5,310.5,19,2026-01,Tarde
TKT-20250621-003-02731,2025-06-21,14:56,Sábado,June,SUC003,Guadalajara,Guadalajara,Enchiladas Rojas,Platos Fuertes,135,1,135,40,95,Tarjeta de Crédito,13.5,148.5,14,2025-06,Comida
TKT-20260108-004-02732,2026-01-08,21:58,Jueves,January,SUC004,Monterrey,Monterrey,Mole Poblano,Platos Fuertes,175,1,175,55,120,Tarjeta de Crédito,0.0,175.0,21,2026-01,Noche
TKT-20250523-003-02733,2025-05-23,19:58,Viernes,May,SUC003,Guadalajara,Guadalajara,Cerveza Nacional,Bebidas,55,2,110,40,70,Tarjeta de Débito,11.0,121.0,19,2025-05,Tarde
TKT-20251111-004-02734,2025-11-11,20:07,Martes,November,SUC004,Monterrey,Monterrey,Sopa de Tortilla,Entradas,75,1,75,20,55,App de Pago,15.0,90.0,20,2025-11,Tarde
TKT-20250326-001-02735,2025-03-26,13:32,Miércoles,March,SUC001,Ciudad de México Centro,Ciudad de México,Mole Poblano,Platos Fuertes,175,1,175,55,120,Tarjeta de Crédito,35.0,210.0,13,2025-03,Comida
TKT-20250829-004-02736,2025-08-29,14:28,Viernes,August,SUC004,Monterrey,Monterrey,Enchiladas Verdes,Platos Fuertes,135,3,405,120,285,Tarjeta de Crédito,40.5,445.5,14,2025-08,Comida
TKT-20251018-009-02737,2025-10-18,21:02,Sábado,October,SUC009,Tijuana,Tijuana,Sopa de Tortilla,Entradas,75,2,150,40,110,Tarjeta de Crédito,22.5,172.5,21,2025-10,Noche
TKT-20251225-006-02738,2025-12-25,13:44,Jueves,December,SUC006,Querétaro,Querétaro,Birria de Res,Platos Fuertes,185,4,740,240,500,Efectivo,111.0,851.0,13,2025-12,Comida
TKT-20250815-001-02739,2025-08-15,14:21,Viernes,August,SUC001,Ciudad de México Centro,Ciudad de México,Churros con Chocolate,Postres,65,2,130,36,94,Tarjeta de Crédito,19.5,149.5,14,2025-08,Comida
TKT-20250511-010-02740,2025-05-11,12:25,Domingo,May,SUC010,León,León,Guacamole con Totopos,Entradas,89,1,89,25,64,Efectivo,0.0,89.0,12,2025-05,Comida
TKT-20250331-007-02741,2025-03-31,21:45,Lunes,March,SUC007,Cancún,Cancún,Mole Poblano,Platos Fuertes,175,2,350,110,240,Tarjeta de Crédito,52.5,402.5,21,2025-03,Noche
TKT-20260110-006-02742,2026-01-10,12:47,Sábado,January,SUC006,Querétaro,Querétaro,Birria de Res,Platos Fuertes,185,1,185,60,125,App de Pago,27.75,212.75,12,2026-01,Comida
TKT-20250307-002-02743,2025-03-07,14:05,Viernes,March,SUC002,Ciudad de México Sur,Ciudad de México,Tacos de Barbacoa (3 pzas),Platos Fuertes,95,2,190,70,120,Efectivo,0.0,190.0,14,2025-03,Comida
TKT-20250913-006-02744,2025-09-13,13:08,Sábado,September,SUC006,Querétaro,Querétaro,Enchiladas Verdes,Platos Fuertes,135,2,270,80,190,Tarjeta de Crédito,0.0,270.0,13,2025-09,Comida
TKT-20250424-007-02745,2025-04-24,14:10,Jueves,April,SUC007,Cancún,Cancún,Quesadilla de Flor de Calabaza,Platos Fuertes,95,1,95,28,67,Tarjeta de Crédito,19.0,114.0,14,2025-04,Comida
TKT-20250324-010-02746,2025-03-24,21:11,Lunes,March,SUC010,León,León,Agua de Horchata,Bebidas,35,2,70,16,54,Efectivo,0.0,70.0,21,2025-03,Noche
TKT-20250820-003-02747,2025-08-20,13:10,Miércoles,August,SUC003,Guadalajara,Guadalajara,Tacos al Pastor (3 pzas),Platos Fuertes,85,4,340,112,228,Tarjeta de Débito,51.0,391.0,13,2025-08,Comida
TKT-20260113-009-02748,2026-01-13,13:17,Martes,January,SUC009,Tijuana,Tijuana,Guacamole con Totopos,Entradas,89,2,178,50,128,Efectivo,26.7,204.7,13,2026-01,Comida
TKT-20250503-001-02749,2025-05-03,13:13,Sábado,May,SUC001,Ciudad de México Centro,Ciudad de México,Flan Napolitano,Postres,55,2,110,30,80,Tarjeta de Débito,0.0,110.0,13,2025-05,Comida
TKT-20260112-010-02750,2026-01-12,13:34,Lunes,January,SUC010,León,León,Mole Poblano,Platos Fuertes,175,2,350,110,240,Tarjeta de Débito,0.0,350.0,13,2026-01,Comida
TKT-20250225-003-02751,2025-02-25,12:53,Martes,February,SUC003,Guadalajara,Guadalajara,Fajitas de Pollo,Platos Fuertes,195,1,195,58,137,Efectivo,0.0,195.0,12,2025-02,Comida
TKT-20251226-003-02752,2025-12-26,14:42,Viernes,December,SUC003,Guadalajara,Guadalajara,Flan Napolitano,Postres,55,2,110,30,80,Efectivo,11.0,121.0,14,2025-12,Comida
TKT-20250325-005-02753,2025-03-25,12:24,Martes,March,SUC005,Puebla,Puebla,Birria de Res,Platos Fuertes,185,1,185,60,125,App de Pago,18.5,203.5,12,2025-03,Comida
TKT-20250227-001-02754,2025-02-27,14:38,Jueves,February,SUC001,Ciudad de México Centro,Ciudad de México,Margarita,Bebidas,95,2,190,50,140,Tarjeta de Débito,19.0,209.0,14,2025-02,Comida
TKT-20250515-008-02755,2025-05-15,14:59,Jueves,May,SUC008,Mérida,Mérida,Enchiladas Verdes,Platos Fuertes,135,2,270,80,190,Tarjeta de Débito,40.5,310.5,14,2025-05,Comida
TKT-20250514-004-02756,2025-05-14,20:05,Miércoles,May,SUC004,Monterrey,Monterrey,Tacos al Pastor (3 pzas),Platos Fuertes,85,2,170,56,114,Tarjeta de Débito,25.5,195.5,20,2025-05,Tarde
TKT-20250208-001-02757,2025-02-08,22:21,Sábado,February,SUC001,Ciudad de México Centro,Ciudad de México,Agua de Jamaica,Bebidas,35,1,35,7,28,Tarjeta de Crédito,3.5,38.5,22,2025-02,Noche
TKT-20260109-007-02758,2026-01-09,13:04,Viernes,January,SUC007,Cancún,Cancún,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,Tarjeta de Débito,12.75,97.75,13,2026-01,Comida
TKT-20260107-003-02759,2026-01-07,13:10,Miércoles,January,SUC003,Guadalajara,Guadalajara,Queso Fundido,Entradas,95,2,190,60,130,Tarjeta de Débito,28.5,218.5,13,2026-01,Comida
TKT-20250901-010-02760,2025-09-01,20:32,Lunes,September,SUC010,León,León,Guacamole con Totopos,Entradas,89,2,178,50,128,App de Pago,26.7,204.7,20,2025-09,Tarde
TKT-20250716-001-02761,2025-07-16,20:35,Miércoles,July,SUC001,Ciudad de México Centro,Ciudad de México,Quesadilla de Flor de Calabaza,Platos Fuertes,95,4,380,112,268,Tarjeta de Crédito,57.0,437.0,20,2025-07,Tarde
TKT-20250518-004-02762,2025-05-18,12:59,Domingo,May,SUC004,Monterrey,Monterrey,Helado de Vainilla,Postres,45,1,45,12,33,Tarjeta de Crédito,0.0,45.0,12,2025-05,Comida
TKT-20250908-001-02763,2025-09-08,19:07,Lunes,September,SUC001,Ciudad de México Centro,Ciudad de México,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,Tarjeta de Crédito,12.75,97.75,19,2025-09,Tarde
TKT-20250802-003-02764,2025-08-02,13:20,Sábado,August,SUC003,Guadalajara,Guadalajara,Margarita,Bebidas,95,1,95,25,70,Tarjeta de Débito,0.0,95.0,13,2025-08,Comida
TKT-20260101-003-02765,2026-01-01,13:20,Jueves,January,SUC003,Guadalajara,Guadalajara,Enchiladas Verdes,Platos Fuertes,135,4,540,160,380,Tarjeta de Crédito,54.0,594.0,13,2026-01,Comida
TKT-20250923-005-02766,2025-09-23,13:14,Martes,September,SUC005,Puebla,Puebla,Guacamole con Totopos,Entradas,89,1,89,25,64,Efectivo,8.9,97.9,13,2025-09,Comida
TKT-20251230-002-02767,2025-12-30,13:39,Martes,December,SUC002,Ciudad de México Sur,Ciudad de México,Tacos al Pastor (3 pzas),Platos Fuertes,85,2,170,56,114,App de Pago,17.0,187.0,13,2025-12,Comida
TKT-20250523-010-02768,2025-05-23,15:26,Viernes,May,SUC010,León,León,Agua de Horchata,Bebidas,35,2,70,16,54,Tarjeta de Crédito,7.0,77.0,15,2025-05,Comida
TKT-20251014-005-02769,2025-10-14,12:06,Martes,October,SUC005,Puebla,Puebla,Michelada,Bebidas,75,1,75,25,50,Efectivo,7.5,82.5,12,2025-10,Comida
TKT-20251119-007-02770,2025-11-19,12:10,Miércoles,November,SUC007,Cancún,Cancún,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,Tarjeta de Crédito,0.0,85.0,12,2025-11,Comida
TKT-20251205-006-02771,2025-12-05,12:20,Viernes,December,SUC006,Querétaro,Querétaro,Agua de Tamarindo,Bebidas,35,4,140,32,108,Efectivo,14.0,154.0,12,2025-12,Comida
TKT-20250818-001-02772,2025-08-18,20:43,Lunes,August,SUC001,Ciudad de México Centro,Ciudad de México,Cerveza Nacional,Bebidas,55,3,165,60,105,Tarjeta de Crédito,16.5,181.5,20,2025-08,Tarde
TKT-20260122-003-02773,2026-01-22,13:08,Jueves,January,SUC003,Guadalajara,Guadalajara,Mole Poblano,Platos Fuertes,175,1,175,55,120,Tarjeta de Débito,26.25,201.25,13,2026-01,Comida
TKT-20260119-008-02774,2026-01-19,15:20,Lunes,January,SUC008,Mérida,Mérida,Agua de Jamaica,Bebidas,35,1,35,7,28,Tarjeta de Crédito,3.5,38.5,15,2026-01,Comida
TKT-20251005-003-02775,2025-10-05,20:04,Domingo,October,SUC003,Guadalajara,Guadalajara,Agua de Horchata,Bebidas,35,2,70,16,54,Tarjeta de Débito,7.0,77.0,20,2025-10,Tarde
TKT-20251127-005-02776,2025-11-27,12:28,Jueves,November,SUC005,Puebla,Puebla,Mole Poblano,Platos Fuertes,175,1,175,55,120,Tarjeta de Débito,26.25,201.25,12,2025-11,Comida
TKT-20250531-005-02777,2025-05-31,14:32,Sábado,May,SUC005,Puebla,Puebla,Guacamole con Totopos,Entradas,89,2,178,50,128,Efectivo,0.0,178.0,14,2025-05,Comida
TKT-20250531-007-02778,2025-05-31,21:01,Sábado,May,SUC007,Cancún,Cancún,Flan Napolitano,Postres,55,1,55,15,40,Tarjeta de Crédito,8.25,63.25,21,2025-05,Noche
TKT-20250405-009-02779,2025-04-05,20:19,Sábado,April,SUC009,Tijuana,Tijuana,Margarita,Bebidas,95,1,95,25,70,App de Pago,9.5,104.5,20,2025-04,Tarde
TKT-20250605-006-02780,2025-06-05,15:39,Jueves,June,SUC006,Querétaro,Querétaro,Enchiladas Verdes,Platos Fuertes,135,1,135,40,95,App de Pago,0.0,135.0,15,2025-06,Comida
TKT-20250811-008-02781,2025-08-11,13:31,Lunes,August,SUC008,Mérida,Mérida,Enchiladas Verdes,Platos Fuertes,135,2,270,80,190,Tarjeta de Débito,27.0,297.0,13,2025-08,Comida
TKT-20250812-009-02782,2025-08-12,13:13,Martes,August,SUC009,Tijuana,Tijuana,Tacos de Barbacoa (3 pzas),Platos Fuertes,95,1,95,35,60,Tarjeta de Débito,0.0,95.0,13,2025-08,Comida
TKT-20251204-002-02783,2025-12-04,20:28,Jueves,December,SUC002,Ciudad de México Sur,Ciudad de México,Mole Poblano,Platos Fuertes,175,2,350,110,240,Tarjeta de Débito,35.0,385.0,20,2025-12,Tarde
TKT-20250410-008-02784,2025-04-10,19:17,Jueves,April,SUC008,Mérida,Mérida,Tacos al Pastor (3 pzas),Platos Fuertes,85,2,170,56,114,App de Pago,17.0,187.0,19,2025-04,Tarde
TKT-20251025-001-02785,2025-10-25,13:50,Sábado,October,SUC001,Ciudad de México Centro,Ciudad de México,Agua de Horchata,Bebidas,35,1,35,8,27,Efectivo,5.25,40.25,13,2025-10,Comida
TKT-20250628-001-02786,2025-06-28,13:48,Sábado,June,SUC001,Ciudad de México Centro,Ciudad de México,Mole Poblano,Platos Fuertes,175,1,175,55,120,Tarjeta de Débito,26.25,201.25,13,2025-06,Comida
TKT-20250720-009-02787,2025-07-20,14:21,Domingo,July,SUC009,Tijuana,Tijuana,Agua de Horchata,Bebidas,35,1,35,8,27,App de Pago,5.25,40.25,14,2025-07,Comida
TKT-20250228-007-02788,2025-02-28,13:58,Viernes,February,SUC007,Cancún,Cancún,Tacos de Barbacoa (3 pzas),Platos Fuertes,95,2,190,70,120,Tarjeta de Crédito,38.0,228.0,13,2025-02,Comida
TKT-20260118-003-02789,2026-01-18,12:44,Domingo,January,SUC003,Guadalajara,Guadalajara,Quesadilla de Flor de Calabaza,Platos Fuertes,95,1,95,28,67,Efectivo,0.0,95.0,12,2026-01,Comida
TKT-20250815-001-02790,2025-08-15,20:33,Viernes,August,SUC001,Ciudad de México Centro,Ciudad de México,Margarita,Bebidas,95,1,95,25,70,Tarjeta de Crédito,19.0,114.0,20,2025-08,Tarde
TKT-20251220-008-02791,2025-12-20,22:00,Sábado,December,SUC008,Mérida,Mérida,Margarita,Bebidas,95,4,380,100,280,Tarjeta de Débito,57.0,437.0,22,2025-12,Noche
TKT-20250308-001-02792,2025-03-08,20:12,Sábado,March,SUC001,Ciudad de México Centro,Ciudad de México,Enchiladas Verdes,Platos Fuertes,135,1,135,40,95,Tarjeta de Débito,13.5,148.5,20,2025-03,Tarde
TKT-20250516-006-02793,2025-05-16,13:08,Viernes,May,SUC006,Querétaro,Querétaro,Agua de Horchata,Bebidas,35,3,105,24,81,Efectivo,15.75,120.75,13,2025-05,Comida
TKT-20251109-010-02794,2025-11-09,20:53,Domingo,November,SUC010,León,León,Tacos de Carnitas (3 pzas),Platos Fuertes,90,3,270,90,180,Tarjeta de Débito,27.0,297.0,20,2025-11,Tarde
TKT-20250601-006-02795,2025-06-01,13:32,Domingo,June,SUC006,Querétaro,Querétaro,Mole Poblano,Platos Fuertes,175,2,350,110,240,Tarjeta de Débito,52.5,402.5,13,2025-06,Comida
TKT-20250928-006-02796,2025-09-28,13:19,Domingo,September,SUC006,Querétaro,Querétaro,Enchiladas Verdes,Platos Fuertes,135,1,135,40,95,Efectivo,0.0,135.0,13,2025-09,Comida
TKT-20250606-009-02797,2025-06-06,12:27,Viernes,June,SUC009,Tijuana,Tijuana,Enchiladas Verdes,Platos Fuertes,135,1,135,40,95,Efectivo,27.0,162.0,12,2025-06,Comida
TKT-20250706-001-02798,2025-07-06,14:18,Domingo,July,SUC001,Ciudad de México Centro,Ciudad de México,Helado de Vainilla,Postres,45,1,45,12,33,Efectivo,0.0,45.0,14,2025-07,Comida
TKT-20251223-006-02799,2025-12-23,12:12,Martes,December,SUC006,Querétaro,Querétaro,Margarita,Bebidas,95,1,95,25,70,Tarjeta de Crédito,14.25,109.25,12,2025-12,Comida
TKT-20250313-009-02800,2025-03-13,14:23,Jueves,March,SUC009,Tijuana,Tijuana,Enchiladas Verdes,Platos Fuertes,135,1,135,40,95,Tarjeta de Crédito,20.25,155.25,14,2025-03,Comida
TKT-20250930-001-02801,2025-09-30,12:28,Martes,September,SUC001,Ciudad de México Centro,Ciudad de México,Quesadilla de Flor de Calabaza,Platos Fuertes,95,2,190,56,134,Tarjeta de Crédito,28.5,218.5,12,2025-09,Comida
TKT-20250910-004-02802,2025-09-10,20:48,Miércoles,September,SUC004,Monterrey,Monterrey,Margarita,Bebidas,95,2,190,50,140,Tarjeta de Crédito,38.0,228.0,20,2025-09,Tarde
TKT-20250211-009-02803,2025-02-11,20:48,Martes,February,SUC009,Tijuana,Tijuana,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,Tarjeta de Débito,8.5,93.5,20,2025-02,Tarde
TKT-20250704-010-02804,2025-07-04,13:38,Viernes,July,SUC010,León,León,Fajitas de Res,Platos Fuertes,225,1,225,70,155,App de Pago,0.0,225.0,13,2025-07,Comida
TKT-20250501-003-02805,2025-05-01,19:16,Jueves,May,SUC003,Guadalajara,Guadalajara,Guacamole con Totopos,Entradas,89,1,89,25,64,Efectivo,8.9,97.9,19,2025-05,Tarde
TKT-20250921-007-02806,2025-09-21,13:18,Domingo,September,SUC007,Cancún,Cancún,Agua de Horchata,Bebidas,35,1,35,8,27,Efectivo,0.0,35.0,13,2025-09,Comida
TKT-20251005-008-02807,2025-10-05,14:04,Domingo,October,SUC008,Mérida,Mérida,Mole Poblano,Platos Fuertes,175,3,525,165,360,Efectivo,52.5,577.5,14,2025-10,Comida
TKT-20250929-003-02808,2025-09-29,19:12,Lunes,September,SUC003,Guadalajara,Guadalajara,Enchiladas Verdes,Platos Fuertes,135,1,135,40,95,Tarjeta de Crédito,0.0,135.0,19,2025-09,Tarde
TKT-20250203-002-02809,2025-02-03,12:00,Lunes,February,SUC002,Ciudad de México Sur,Ciudad de México,Margarita,Bebidas,95,2,190,50,140,Efectivo,0.0,190.0,12,2025-02,Comida
TKT-20250811-001-02810,2025-08-11,13:31,Lunes,August,SUC001,Ciudad de México Centro,Ciudad de México,Cochinita Pibil,Platos Fuertes,165,1,165,50,115,App de Pago,0.0,165.0,13,2025-08,Comida
TKT-20250822-004-02811,2025-08-22,15:47,Viernes,August,SUC004,Monterrey,Monterrey,Margarita,Bebidas,95,2,190,50,140,Tarjeta de Crédito,19.0,209.0,15,2025-08,Comida
TKT-20250708-005-02812,2025-07-08,20:41,Martes,July,SUC005,Puebla,Puebla,Sopa de Tortilla,Entradas,75,2,150,40,110,Tarjeta de Crédito,22.5,172.5,20,2025-07,Tarde
TKT-20250829-010-02813,2025-08-29,19:56,Viernes,August,SUC010,León,León,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,Tarjeta de Crédito,8.5,93.5,19,2025-08,Tarde
TKT-20250817-010-02814,2025-08-17,21:59,Domingo,August,SUC010,León,León,Tacos de Carnitas (3 pzas),Platos Fuertes,90,1,90,30,60,Tarjeta de Débito,0.0,90.0,21,2025-08,Noche
TKT-20250912-002-02815,2025-09-12,14:16,Viernes,September,SUC002,Ciudad de México Sur,Ciudad de México,Cerveza Nacional,Bebidas,55,1,55,20,35,App de Pago,0.0,55.0,14,2025-09,Comida
TKT-20250729-006-02816,2025-07-29,15:32,Martes,July,SUC006,Querétaro,Querétaro,Agua de Horchata,Bebidas,35,1,35,8,27,Tarjeta de Crédito,3.5,38.5,15,2025-07,Comida
TKT-20260119-008-02817,2026-01-19,13:23,Lunes,January,SUC008,Mérida,Mérida,Agua de Horchata,Bebidas,35,4,140,32,108,Efectivo,0.0,140.0,13,2026-01,Comida
TKT-20250817-007-02818,2025-08-17,14:59,Domingo,August,SUC007,Cancún,Cancún,Tacos de Barbacoa (3 pzas),Platos Fuertes,95,1,95,35,60,Efectivo,14.25,109.25,14,2025-08,Comida
TKT-20250605-004-02819,2025-06-05,21:30,Jueves,June,SUC004,Monterrey,Monterrey,Guacamole con Totopos,Entradas,89,1,89,25,64,App de Pago,13.35,102.35,21,2025-06,Noche
TKT-20251221-006-02820,2025-12-21,20:45,Domingo,December,SUC006,Querétaro,Querétaro,Agua de Tamarindo,Bebidas,35,4,140,32,108,Tarjeta de Débito,21.0,161.0,20,2025-12,Tarde
TKT-20260107-007-02821,2026-01-07,15:41,Miércoles,January,SUC007,Cancún,Cancún,Agua de Horchata,Bebidas,35,1,35,8,27,Tarjeta de Crédito,5.25,40.25,15,2026-01,Comida
TKT-20250922-006-02822,2025-09-22,13:43,Lunes,September,SUC006,Querétaro,Querétaro,Enchiladas Verdes,Platos Fuertes,135,1,135,40,95,Tarjeta de Débito,0.0,135.0,13,2025-09,Comida
TKT-20251206-006-02823,2025-12-06,20:37,Sábado,December,SUC006,Querétaro,Querétaro,Refresco,Bebidas,30,1,30,8,22,Tarjeta de Crédito,3.0,33.0,20,2025-12,Tarde
TKT-20250424-004-02824,2025-04-24,13:00,Jueves,April,SUC004,Monterrey,Monterrey,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,App de Pago,0.0,85.0,13,2025-04,Comida
TKT-20251227-004-02825,2025-12-27,19:45,Sábado,December,SUC004,Monterrey,Monterrey,Pozole Rojo,Platos Fuertes,125,2,250,76,174,Tarjeta de Crédito,37.5,287.5,19,2025-12,Tarde
TKT-20260128-007-02826,2026-01-28,19:37,Miércoles,January,SUC007,Cancún,Cancún,Sopa de Tortilla,Entradas,75,1,75,20,55,Tarjeta de Débito,7.5,82.5,19,2026-01,Tarde
TKT-20251024-004-02827,2025-10-24,12:58,Viernes,October,SUC004,Monterrey,Monterrey,Margarita,Bebidas,95,1,95,25,70,Tarjeta de Crédito,14.25,109.25,12,2025-10,Comida
TKT-20250426-003-02828,2025-04-26,13:53,Sábado,April,SUC003,Guadalajara,Guadalajara,Agua de Tamarindo,Bebidas,35,1,35,8,27,Tarjeta de Débito,3.5,38.5,13,2025-04,Comida
TKT-20250705-007-02829,2025-07-05,13:32,Sábado,July,SUC007,Cancún,Cancún,Agua de Jamaica,Bebidas,35,1,35,7,28,Tarjeta de Crédito,5.25,40.25,13,2025-07,Comida
TKT-20250815-007-02830,2025-08-15,15:37,Viernes,August,SUC007,Cancún,Cancún,Margarita,Bebidas,95,1,95,25,70,Efectivo,9.5,104.5,15,2025-08,Comida
TKT-20250318-009-02831,2025-03-18,15:06,Martes,March,SUC009,Tijuana,Tijuana,Cerveza Nacional,Bebidas,55,1,55,20,35,Efectivo,8.25,63.25,15,2025-03,Comida
TKT-20250727-009-02832,2025-07-27,20:52,Domingo,July,SUC009,Tijuana,Tijuana,Mole Poblano,Platos Fuertes,175,2,350,110,240,Tarjeta de Débito,0.0,350.0,20,2025-07,Tarde
TKT-20250519-001-02833,2025-05-19,12:59,Lunes,May,SUC001,Ciudad de México Centro,Ciudad de México,Agua de Tamarindo,Bebidas,35,2,70,16,54,Efectivo,10.5,80.5,12,2025-05,Comida
TKT-20250708-003-02834,2025-07-08,14:00,Martes,July,SUC003,Guadalajara,Guadalajara,Refresco,Bebidas,30,3,90,24,66,Efectivo,9.0,99.0,14,2025-07,Comida
TKT-20251010-001-02835,2025-10-10,19:00,Viernes,October,SUC001,Ciudad de México Centro,Ciudad de México,Mole Poblano,Platos Fuertes,175,2,350,110,240,Tarjeta de Débito,70.0,420.0,19,2025-10,Tarde
TKT-20250902-003-02836,2025-09-02,20:33,Martes,September,SUC003,Guadalajara,Guadalajara,Enchiladas Rojas,Platos Fuertes,135,2,270,80,190,Efectivo,27.0,297.0,20,2025-09,Tarde
TKT-20250909-003-02837,2025-09-09,12:10,Martes,September,SUC003,Guadalajara,Guadalajara,Enchiladas Verdes,Platos Fuertes,135,3,405,120,285,Tarjeta de Crédito,40.5,445.5,12,2025-09,Comida
TKT-20260127-005-02838,2026-01-27,14:08,Martes,January,SUC005,Puebla,Puebla,Enchiladas Verdes,Platos Fuertes,135,4,540,160,380,Efectivo,54.0,594.0,14,2026-01,Comida
TKT-20251016-001-02839,2025-10-16,14:07,Jueves,October,SUC001,Ciudad de México Centro,Ciudad de México,Refresco,Bebidas,30,1,30,8,22,Tarjeta de Débito,0.0,30.0,14,2025-10,Comida
TKT-20250520-002-02840,2025-05-20,12:11,Martes,May,SUC002,Ciudad de México Sur,Ciudad de México,Mole Poblano,Platos Fuertes,175,2,350,110,240,Tarjeta de Débito,35.0,385.0,12,2025-05,Comida
TKT-20250505-009-02841,2025-05-05,14:51,Lunes,May,SUC009,Tijuana,Tijuana,Enchiladas Verdes,Platos Fuertes,135,2,270,80,190,Tarjeta de Débito,40.5,310.5,14,2025-05,Comida
