record_id,date,month,day_of_week,branch_id,branch_name,city,platform,interaction_type,content,sentiment,rating,reach,engagement,engagement_rate,campaign,campaign_cost,responded,response_hours,conversion,year_month
DIG-00596,2025-04-14,April,Lunes,SUC008,Mérida,Mérida,Facebook,Compartido,Servicio normal,neutro,,4725.0,166.0,3.51,Orgánico,0.0,,,False,2025-04
DIG-00597,2025-11-29,November,Sábado,SUC003,Guadalajara,Guadalajara,Instagram,Compartido,El personal es muy amable,positivo,,3238.0,302.0,9.33,Orgánico,0.0,,,False,2025-11
DIG-00598,2025-05-03,May,Sábado,SUC006,Querétaro,Querétaro,Google Reviews,Review,Precios estándar para la zona,neutro,3.0,464.0,58.0,12.5,Temporada de Pozole,176.04,,,False,2025-05
DIG-00599,2025-04-25,April,Viernes,SUC003,Guadalajara,Guadalajara,TikTok,Mención,"Lugar promedio, cumple",neutro,,27652.0,3592.0,12.99,Orgánico,0.0,,,False,2025-04
DIG-00600,2025-05-01,May,Jueves,SUC008,Mérida,Mérida,Facebook,Mención,"Siempre regresamos, nunca falla",positivo,,2183.0,207.0,9.48,Festival del Mole,91.14,,,False,2025-05
DIG-00601,2025-12-08,December,Lunes,SUC006,Querétaro,Querétaro,Google Reviews,Review,Servicio normal,neutro,3.0,375.0,37.0,9.87,Orgánico,0.0,,,False,2025-12
DIG-00602,2025-02-17,February,Lunes,SUC003,Guadalajara,Guadalajara,TripAdvisor,Review,"Recomiendo 100%, no se arrepentirán",positivo,4.0,59.0,8.0,13.56,Temporada de Pozole,66.62,,,False,2025-02
DIG-00603,2026-01-14,January,Miércoles,SUC001,Ciudad de México Centro,Ciudad de México,Instagram,Comentario,"El mole está increíble, muy auténtico",positivo,,4720.0,114.0,2.42,Promoción 2x1 Tacos,305.35,,,False,2026-01
DIG-00604,2025-08-17,August,Domingo,SUC010,León,León,Facebook,Like,Las margaritas son las mejores 🍹,positivo,,3825.0,369.0,9.65,Descuento Cumpleañeros,475.53,,,False,2025-08
DIG-00605,2025-06-23,June,Lunes,SUC002,Ciudad de México Sur,Ciudad de México,Google Reviews,Review,"Siempre regresamos, nunca falla",positivo,5.0,368.0,30.0,8.15,Festival del Mole,341.57,,,False,2025-06
DIG-00606,2025-06-03,June,Martes,SUC002,Ciudad de México Sur,Ciudad de México,Instagram,Mención,El personal es muy amable,positivo,,3939.0,477.0,12.11,Orgánico,0.0,,,False,2025-06
DIG-00607,2025-09-06,September,Sábado,SUC007,Cancún,Cancún,Facebook,Mención,Las margaritas son las mejores 🍹,positivo,,3955.0,428.0,10.82,Orgánico,0.0,,,False,2025-09
DIG-00608,2025-02-27,February,Jueves,SUC002,Ciudad de México Sur,Ciudad de México,Google Reviews,Review,"Comida aceptable, nada extraordinario",neutro,3.0,388.0,24.0,6.19,Orgánico,0.0,,,False,2025-02
DIG-00609,2025-11-10,November,Lunes,SUC004,Monterrey,Monterrey,Twitter/X,Comentario,"Siempre regresamos, nunca falla",positivo,,429.0,61.0,14.22,Orgánico,0.0,,,False,2025-11
DIG-00610,2025-08-21,August,Jueves,SUC001,Ciudad de México Centro,Ciudad de México,Yelp,Review,"Comida aceptable, nada extraordinario",neutro,3.0,378.0,54.0,14.29,Orgánico,0.0,,,False,2025-08
DIG-00611,2025-10-02,October,Jueves,SUC010,León,León,TikTok,Comentario,"Siempre regresamos, nunca falla",positivo,,12846.0,1190.0,9.26,Orgánico,0.0,,,False,2025-10
DIG-00612,2025-06-25,June,Miércoles,SUC003,Guadalajara,Guadalajara,Google Reviews,Review,Comida deliciosa y precios justos,positivo,4.0,158.0,21.0,13.29,Orgánico,0.0,,,False,2025-06
DIG-00613,2025-04-08,April,Martes,SUC003,Guadalajara,Guadalajara,Facebook,Comentario,"El mole está increíble, muy auténtico",positivo,,3049.0,446.0,14.63,Orgánico,0.0,,,False,2025-04
DIG-00614,2025-09-19,September,Viernes,SUC003,Guadalajara,Guadalajara,TripAdvisor,Review,Ambiente perfecto para celebrar,positivo,5.0,179.0,23.0,12.85,Orgánico,0.0,,,False,2025-09
DIG-00615,2025-02-25,February,Martes,SUC003,Guadalajara,Guadalajara,TripAdvisor,Review,El servicio fue lento,negativo,1.0,145.0,10.0,6.9,Noche Mexicana,299.68,True,28.0,False,2025-02
DIG-00616,2025-05-28,May,Miércoles,SUC007,Cancún,Cancún,Instagram,Pregunta,El lugar estaba muy lleno y ruidoso,negativo,,4871.0,597.0,12.26,Orgánico,0.0,True,18.0,False,2025-05
DIG-00617,2025-10-17,October,Viernes,SUC005,Puebla,Puebla,TikTok,Comentario,¡Los mejores tacos de la ciudad! 🌮,positivo,,49526.0,2879.0,5.81,Orgánico,0.0,,,False,2025-10
DIG-00618,2025-07-20,July,Domingo,SUC010,León,León,TikTok,Mención,El servicio fue lento,negativo,,43975.0,3304.0,7.51,Orgánico,0.0,,,False,2025-07
DIG-00619,2025-09-17,September,Miércoles,SUC008,Mérida,Mérida,Twitter/X,Compartido,El personal es muy amable,positivo,,345.0,17.0,4.93,Orgánico,0.0,,,False,2025-09
DIG-00620,2025-06-06,June,Viernes,SUC010,León,León,Yelp,Review,"Lugar promedio, cumple",neutro,3.0,319.0,17.0,5.33,Orgánico,0.0,,,False,2025-06
DIG-00621,2025-12-25,December,Jueves,SUC001,Ciudad de México Centro,Ciudad de México,Instagram,Compartido,Comida deliciosa y precios justos,positivo,,2643.0,129.0,4.88,Orgánico,0.0,,,False,2025-12
DIG-00622,2026-01-31,January,Sábado,SUC008,Mérida,Mérida,Google Reviews,Review,Servicio normal,neutro,3.0,260.0,21.0,8.08,Orgánico,0.0,,,False,2026-01
DIG-00623,2025-09-20,September,Sábado,SUC009,Tijuana,Tijuana,Twitter/X,Compartido,Esperaba mejor calidad,negativo,,160.0,7.0,4.38,Orgánico,0.0,,,False,2025-09
DIG-00624,2025-03-13,March,Jueves,SUC004,Monterrey,Monterrey,Facebook,Mención,La cochinita pibil es espectacular,positivo,,2480.0,363.0,14.64,Orgánico,0.0,,,False,2025-03
DIG-00625,2025-11-27,November,Jueves,SUC003,Guadalajara,Guadalajara,Yelp,Review,"Comida aceptable, nada extraordinario",neutro,3.0,108.0,9.0,8.33,Orgánico,0.0,,,False,2025-11
DIG-00626,2025-09-13,September,Sábado,SUC003,Guadalajara,Guadalajara,TripAdvisor,Review,Comida deliciosa y precios justos,positivo,4.0,372.0,8.0,2.15,Noche Mexicana,275.7,,,False,2025-09
DIG-00627,2025-10-12,October,Domingo,SUC008,Mérida,Mérida,TikTok,Comentario,"El mole está increíble, muy auténtico",positivo,,26781.0,1489.0,5.56,Orgánico,0.0,,,False,2025-10
DIG-00628,2025-11-26,November,Miércoles,SUC007,Cancún,Cancún,Google Reviews,Review,Las margaritas son las mejores 🍹,positivo,5.0,442.0,50.0,11.31,Orgánico,0.0,,,False,2025-11
DIG-00629,2025-10-11,October,Sábado,SUC008,Mérida,Mérida,Facebook,Comentario,"Comida aceptable, nada extraordinario",neutro,,4021.0,345.0,8.58,Orgánico,0.0,,,False,2025-10
DIG-00630,2025-04-11,April,Viernes,SUC001,Ciudad de México Centro,Ciudad de México,Facebook,Like,"Recomiendo 100%, no se arrepentirán",positivo,,1110.0,146.0,13.15,Promoción 2x1 Tacos,276.89,,,True,2025-04
DIG-00631,2025-06-11,June,Miércoles,SUC003,Guadalajara,Guadalajara,Instagram,Review,El personal es muy amable,positivo,5.0,4983.0,195.0,3.91,Día de la Familia,88.94,,,False,2025-06
DIG-00632,2025-07-15,July,Martes,SUC008,Mérida,Mérida,Instagram,Compartido,Servicio normal,neutro,,4901.0,647.0,13.2,Orgánico,0.0,,,False,2025-07
DIG-00633,2025-11-26,November,Miércoles,SUC001,Ciudad de México Centro,Ciudad de México,Facebook,Compartido,Ambiente perfecto para celebrar,positivo,,904.0,91.0,10.07,Orgánico,0.0,,,False,2025-11
DIG-00634,2025-02-08,February,Sábado,SUC009,Tijuana,Tijuana,Twitter/X,Mención,Esperamos mucho tiempo para ser atendidos,negativo,,415.0,53.0,12.77,Descuento Cumpleañeros,392.75,,,False,2025-02
DIG-00635,2025-10-06,October,Lunes,SUC003,Guadalajara,Guadalajara,Google Reviews,Review,Servicio normal,neutro,3.0,130.0,19.0,14.62,Orgánico,0.0,,,False,2025-10
DIG-00636,2026-01-11,January,Domingo,SUC005,Puebla,Puebla,Google Reviews,Review,El personal es muy amable,positivo,5.0,228.0,23.0,10.09,Orgánico,0.0,,,False,2026-01
DIG-00637,2025-07-03,July,Jueves,SUC009,Tijuana,Tijuana,Facebook,Pregunta,Esperamos mucho tiempo para ser atendidos,negativo,,2928.0,275.0,9.39,Happy Hour Margaritas,401.57,True,5.0,False,2025-07
DIG-00638,2025-03-05,March,Miércoles,SUC003,Guadalajara,Guadalajara,Twitter/X,Mención,Las margaritas son las mejores 🍹,positivo,,155.0,13.0,8.39,Orgánico,0.0,,,False,2025-03
DIG-00639,2025-05-30,May,Viernes,SUC007,Cancún,Cancún,Google Reviews,Review,Comida deliciosa y precios justos,positivo,5.0,395.0,44.0,11.14,Orgánico,0.0,,,False,2025-05
DIG-00640,2025-09-16,September,Martes,SUC004,Monterrey,Monterrey,Facebook,Mención,"El mole está increíble, muy auténtico",positivo,,3278.0,116.0,3.54,Orgánico,0.0,,,False,2025-09
DIG-00641,2025-10-31,October,Viernes,SUC008,Mérida,Mérida,Instagram,Comentario,Servicio normal,neutro,,493.0,18.0,3.65,Happy Hour Margaritas,325.34,,,True,2025-10
DIG-00642,2026-01-29,January,Jueves,SUC010,León,León,TikTok,Mención,La cochinita pibil es espectacular,positivo,,6539.0,773.0,11.82,Temporada de Pozole,57.54,,,False,2026-01
DIG-00643,2025-03-11,March,Martes,SUC003,Guadalajara,Guadalajara,Instagram,Pregunta,"Comida aceptable, nada extraordinario",neutro,,3482.0,280.0,8.04,Promoción 2x1 Tacos,333.41,True,9.0,False,2025-03
DIG-00644,2025-08-21,August,Jueves,SUC007,Cancún,Cancún,TripAdvisor,Review,Precios estándar para la zona,neutro,3.0,476.0,30.0,6.3,Orgánico,0.0,,,False,2025-08
DIG-00645,2025-03-19,March,Miércoles,SUC008,Mérida,Mérida,TikTok,Review,"El mole está increíble, muy auténtico",positivo,4.0,19494.0,2787.0,14.3,Orgánico,0.0,,,False,2025-03
DIG-00646,2025-09-05,September,Viernes,SUC009,Tijuana,Tijuana,Facebook,Comentario,Esperamos mucho tiempo para ser atendidos,negativo,,1886.0,67.0,3.55,Festival del Mole,67.67,,,False,2025-09
DIG-00647,2025-11-21,November,Viernes,SUC006,Querétaro,Querétaro,Google Reviews,Review,Comida deliciosa y precios justos,positivo,4.0,216.0,26.0,12.04,Orgánico,0.0,,,False,2025-11
DIG-00648,2025-08-14,August,Jueves,SUC008,Mérida,Mérida,Instagram,Comentario,Comida deliciosa y precios justos,positivo,,186.0,22.0,11.83,Orgánico,0.0,,,False,2025-08
DIG-00649,2025-03-20,March,Jueves,SUC001,Ciudad de México Centro,Ciudad de México,Instagram,Comentario,Precios estándar para la zona,neutro,,1540.0,214.0,13.9,Orgánico,0.0,,,False,2025-03
DIG-00650,2025-12-02,December,Martes,SUC005,Puebla,Puebla,Google Reviews,Review,El personal es muy amable,positivo,5.0,187.0,18.0,9.63,Orgánico,0.0,,,False,2025-12
DIG-00651,2026-01-14,January,Miércoles,SUC002,Ciudad de México Sur,Ciudad de México,Google Reviews,Review,Esperaba mejor calidad,negativo,1.0,95.0,13.0,13.68,Festival del Mole,468.94,True,43.0,False,2026-01
DIG-00652,2025-03-27,March,Jueves,SUC010,León,León,TripAdvisor,Review,"El mole está increíble, muy auténtico",positivo,5.0,490.0,57.0,11.63,Orgánico,0.0,,,False,2025-03
DIG-00653,2025-08-21,August,Jueves,SUC005,Puebla,Puebla,TripAdvisor,Review,El lugar estaba muy lleno y ruidoso,negativo,2.0,347.0,49.0,14.12,Orgánico,0.0,True,21.0,False,2025-08
DIG-00654,2025-12-07,December,Domingo,SUC006,Querétaro,Querétaro,TikTok,Compartido,El personal es muy amable,positivo,,14767.0,1395.0,9.45,Orgánico,0.0,,,False,2025-12
DIG-00655,2025-08-21,August,Jueves,SUC004,Monterrey,Monterrey,TikTok,Pregunta,Precios elevados para la porción,negativo,,47096.0,5825.0,12.37,Orgánico,0.0,True,2.0,False,2025-08
DIG-00656,2025-03-12,March,Miércoles,SUC007,Cancún,Cancún,Instagram,Comentario,Servicio normal,neutro,,562.0,13.0,2.31,Orgánico,0.0,,,False,2025-03
DIG-00657,2026-01-31,January,Sábado,SUC001,Ciudad de México Centro,Ciudad de México,Instagram,Like,"Recomiendo 100%, no se arrepentirán",positivo,,985.0,26.0,2.64,Descuento Cumpleañeros,311.26,,,False,2026-01
DIG-00658,2025-05-12,May,Lunes,SUC008,Mérida,Mérida,Twitter/X,Like,Esperaba mejor calidad,negativo,,236.0,28.0,11.86,Orgánico,0.0,,,False,2025-05
DIG-00659,2025-12-19,December,Viernes,SUC003,Guadalajara,Guadalajara,Facebook,Queja,La cochinita pibil es espectacular,positivo,,4557.0,299.0,6.56,Orgánico,0.0,,,False,2025-12
DIG-00660,2026-01-23,January,Viernes,SUC001,Ciudad de México Centro,Ciudad de México,Facebook,Like,El servicio fue lento,negativo,,2542.0,169.0,6.65,Orgánico,0.0,,,False,2026-01
DIG-00661,2025-02-19,February,Miércoles,SUC008,Mérida,Mérida,TikTok,Like,"El mole está increíble, muy auténtico",positivo,,45942.0,5600.0,12.19,Orgánico,0.0,,,False,2025-02
DIG-00662,2025-12-09,December,Martes,SUC010,León,León,TikTok,Comentario,Comida deliciosa y precios justos,positivo,,19665.0,1464.0,7.44,Orgánico,0.0,,,False,2025-12
DIG-00663,2025-10-03,October,Viernes,SUC001,Ciudad de México Centro,Ciudad de México,Google Reviews,Review,Precios elevados para la porción,negativo,1.0,343.0,29.0,8.45,Happy Hour Margaritas,424.73,True,9.0,False,2025-10
DIG-00664,2025-11-20,November,Jueves,SUC004,Monterrey,Monterrey,Google Reviews,Review,Las margaritas son las mejores 🍹,positivo,5.0,265.0,26.0,9.81,Happy Hour Margaritas,350.07,,,False,2025-11
DIG-00665,2025-11-07,November,Viernes,SUC009,Tijuana,Tijuana,Instagram,Comentario,La comida llegó fría 😞,negativo,,3046.0,313.0,10.28,Orgánico,0.0,,,False,2025-11
DIG-00666,2025-04-11,April,Viernes,SUC010,León,León,Facebook,Comentario,"Recomiendo 100%, no se arrepentirán",positivo,,2278.0,165.0,7.24,Descuento Cumpleañeros,136.97,,,True,2025-04
DIG-00667,2025-11-30,November,Domingo,SUC006,Querétaro,Querétaro,Instagram,Comentario,Excelente servicio y ambiente familiar,positivo,,3974.0,155.0,3.9,Orgánico,0.0,,,False,2025-11
DIG-00668,2025-08-06,August,Miércoles,SUC006,Querétaro,Querétaro,Instagram,Mención,"El mole está increíble, muy auténtico",positivo,,1903.0,85.0,4.47,Orgánico,0.0,,,False,2025-08
DIG-00669,2025-04-08,April,Martes,SUC009,Tijuana,Tijuana,TikTok,Comentario,"Recomiendo 100%, no se arrepentirán",positivo,,32628.0,4188.0,12.84,Orgánico,0.0,,,False,2025-04
DIG-00670,2025-09-12,September,Viernes,SUC004,Monterrey,Monterrey,TikTok,Mención,"El mole está increíble, muy auténtico",positivo,,10188.0,1493.0,14.65,Orgánico,0.0,,,False,2025-09
DIG-00671,2025-05-02,May,Viernes,SUC010,León,León,Yelp,Review,"Siempre regresamos, nunca falla",positivo,4.0,232.0,10.0,4.31,Orgánico,0.0,,,False,2025-05
DIG-00672,2025-09-13,September,Sábado,SUC009,Tijuana,Tijuana,TikTok,Comentario,Excelente servicio y ambiente familiar,positivo,,25047.0,2225.0,8.88,Orgánico,0.0,,,False,2025-09
DIG-00673,2025-12-04,December,Jueves,SUC007,Cancún,Cancún,Instagram,Mención,Ambiente perfecto para celebrar,positivo,,1383.0,195.0,14.1,Orgánico,0.0,,,False,2025-12
DIG-00674,2025-10-14,October,Martes,SUC005,Puebla,Puebla,Instagram,Compartido,Las margaritas son las mejores 🍹,positivo,,3048.0,177.0,5.81,Orgánico,0.0,,,False,2025-10
DIG-00675,2025-04-19,April,Sábado,SUC009,Tijuana,Tijuana,TripAdvisor,Review,Excelente servicio y ambiente familiar,positivo,4.0,438.0,42.0,9.59,Happy Hour Margaritas,249.38,,,False,2025-04
DIG-00676,2025-07-31,July,Jueves,SUC001,Ciudad de México Centro,Ciudad de México,Instagram,Review,"Recomiendo 100%, no se arrepentirán",positivo,4.0,4033.0,126.0,3.12,Orgánico,0.0,,,False,2025-07
DIG-00677,2025-07-30,July,Miércoles,SUC001,Ciudad de México Centro,Ciudad de México,TikTok,Mención,"Recomiendo 100%, no se arrepentirán",positivo,,7781.0,946.0,12.16,Orgánico,0.0,,,False,2025-07
DIG-00678,2025-02-06,February,Jueves,SUC002,Ciudad de México Sur,Ciudad de México,Instagram,Review,Esperaba mejor calidad,negativo,1.0,4085.0,173.0,4.24,Orgánico,0.0,False,,False,2025-02
DIG-00679,2025-10-14,October,Martes,SUC007,Cancún,Cancún,Facebook,Review,La cochinita pibil es espectacular,positivo,4.0,1837.0,185.0,10.07,Orgánico,0.0,,,False,2025-10
DIG-00680,2025-11-08,November,Sábado,SUC007,Cancún,Cancún,Facebook,Mención,"Siempre regresamos, nunca falla",positivo,,3246.0,379.0,11.68,Orgánico,0.0,,,False,2025-11
DIG-00681,2025-07-20,July,Domingo,SUC004,Monterrey,Monterrey,Instagram,Like,"Lugar promedio, cumple",neutro,,2016.0,53.0,2.63,Orgánico,0.0,,,False,2025-07
DIG-00682,2025-06-22,June,Domingo,SUC010,León,León,Instagram,Comentario,"Siempre regresamos, nunca falla",positivo,,1727.0,216.0,12.51,Orgánico,0.0,,,False,2025-06
DIG-00683,2025-04-17,April,Jueves,SUC003,Guadalajara,Guadalajara,Instagram,Mención,"El mole está increíble, muy auténtico",positivo,,4212.0,185.0,4.39,Happy Hour Margaritas,295.38,,,False,2025-04
DIG-00684,2025-05-04,May,Domingo,SUC004,Monterrey,Monterrey,TikTok,Comentario,Las margaritas son las mejores 🍹,positivo,,14048.0,931.0,6.63,Orgánico,0.0,,,False,2025-05
DIG-00685,2025-06-06,June,Viernes,SUC005,Puebla,Puebla,Facebook,Comentario,¡Los mejores tacos de la ciudad! 🌮,positivo,,2747.0,214.0,7.79,Orgánico,0.0,,,False,2025-06
DIG-00686,2025-06-29,June,Domingo,SUC001,Ciudad de México Centro,Ciudad de México,Instagram,Mención,¡Los mejores tacos de la ciudad! 🌮,positivo,,2168.0,55.0,2.54,Orgánico,0.0,,,False,2025-06
DIG-00687,2025-02-14,February,Viernes,SUC010,León,León,Facebook,Mención,La cochinita pibil es espectacular,positivo,,3598.0,226.0,6.28,Happy Hour Margaritas,292.11,,,False,2025-02
DIG-00688,2025-11-28,November,Viernes,SUC008,Mérida,Mérida,Google Reviews,Review,"Siempre regresamos, nunca falla",positivo,5.0,259.0,7.0,2.7,Orgánico,0.0,,,False,2025-11
DIG-00689,2025-07-13,July,Domingo,SUC010,León,León,Instagram,Mención,La cochinita pibil es espectacular,positivo,,4660.0,120.0,2.58,Noche Mexicana,197.48,,,False,2025-07
DIG-00690,2025-05-30,May,Viernes,SUC007,Cancún,Cancún,Twitter/X,Mención,El servicio fue lento,negativo,,154.0,20.0,12.99,Orgánico,0.0,,,False,2025-05
DIG-00691,2025-10-28,October,Martes,SUC006,Querétaro,Querétaro,TripAdvisor,Review,No había disponibilidad de varios platillos,negativo,2.0,309.0,9.0,2.91,Orgánico,0.0,True,23.0,False,2025-10
DIG-00692,2025-08-05,August,Martes,SUC008,Mérida,Mérida,Instagram,Mención,"Siempre regresamos, nunca falla",positivo,,1027.0,64.0,6.23,Orgánico,0.0,,,False,2025-08
DIG-00693,2025-06-10,June,Martes,SUC005,Puebla,Puebla,TripAdvisor,Review,La cochinita pibil es espectacular,positivo,5.0,249.0,13.0,5.22,Combo Ejecutivo,354.15,,,False,2025-06
DIG-00694,2025-11-17,November,Lunes,SUC006,Querétaro,Querétaro,Instagram,Comentario,Comida deliciosa y precios justos,positivo,,4023.0,524.0,13.03,Temporada de Pozole,281.53,,,False,2025-11
DIG-00695,2025-06-02,June,Lunes,SUC008,Mérida,Mérida,Google Reviews,Review,Excelente servicio y ambiente familiar,positivo,4.0,122.0,17.0,13.93,Noche Mexicana,195.1,,,False,2025-06
DIG-00696,2025-09-16,September,Martes,SUC006,Querétaro,Querétaro,Google Reviews,Review,La comida llegó fría 😞,negativo,2.0,452.0,39.0,8.63,Orgánico,0.0,True,36.0,False,2025-09
DIG-00697,2025-10-24,October,Viernes,SUC008,Mérida,Mérida,TikTok,Mención,Comida deliciosa y precios justos,positivo,,32794.0,4290.0,13.08,Orgánico,0.0,,,False,2025-10
DIG-00698,2025-05-25,May,Domingo,SUC003,Guadalajara,Guadalajara,Instagram,Queja,"Lugar promedio, cumple",neutro,,4971.0,371.0,7.46,Promoción 2x1 Tacos,295.92,,,False,2025-05
DIG-00699,2025-07-16,July,Miércoles,SUC010,León,León,Instagram,Mención,Comida deliciosa y precios justos,positivo,,2448.0,171.0,6.99,Orgánico,0.0,,,False,2025-07
DIG-00700,2025-05-29,May,Jueves,SUC007,Cancún,Cancún,Twitter/X,Comentario,"Recomiendo 100%, no se arrepentirán",positivo,,236.0,10.0,4.24,Descuento Cumpleañeros,381.19,,,False,2025-05
DIG-00701,2025-03-07,March,Viernes,SUC010,León,León,TikTok,Comentario,No había disponibilidad de varios platillos,negativo,,20351.0,2763.0,13.58,Orgánico,0.0,,,False,2025-03
DIG-00702,2025-04-06,April,Domingo,SUC008,Mérida,Mérida,Google Reviews,Review,Precios elevados para la porción,negativo,1.0,146.0,14.0,9.59,Orgánico,0.0,True,4.0,False,2025-04
DIG-00703,2025-08-28,August,Jueves,SUC006,Querétaro,Querétaro,TripAdvisor,Review,"Siempre regresamos, nunca falla",positivo,4.0,240.0,8.0,3.33,Orgánico,0.0,,,False,2025-08
DIG-00704,2025-08-08,August,Viernes,SUC010,León,León,Yelp,Review,Comida deliciosa y precios justos,positivo,5.0,470.0,25.0,5.32,Orgánico,0.0,,,False,2025-08
DIG-00705,2025-11-20,November,Jueves,SUC007,Cancún,Cancún,Instagram,Comentario,"Recomiendo 100%, no se arrepentirán",positivo,,1622.0,159.0,9.8,Orgánico,0.0,,,False,2025-11
DIG-00706,2025-08-26,August,Martes,SUC001,Ciudad de México Centro,Ciudad de México,Yelp,Review,"Recomiendo 100%, no se arrepentirán",positivo,5.0,300.0,36.0,12.0,Orgánico,0.0,,,False,2025-08
DIG-00707,2025-09-29,September,Lunes,SUC009,Tijuana,Tijuana,Instagram,Mención,Ambiente perfecto para celebrar,positivo,,1659.0,222.0,13.38,Orgánico,0.0,,,False,2025-09
DIG-00708,2025-06-07,June,Sábado,SUC001,Ciudad de México Centro,Ciudad de México,Instagram,Comentario,Ambiente perfecto para celebrar,positivo,,1898.0,262.0,13.8,Orgánico,0.0,,,False,2025-06
DIG-00709,2025-06-07,June,Sábado,SUC007,Cancún,Cancún,Facebook,Comentario,Esperaba mejor calidad,negativo,,323.0,30.0,9.29,Orgánico,0.0,,,False,2025-06
DIG-00710,2025-10-14,October,Martes,SUC009,Tijuana,Tijuana,Twitter/X,Queja,Comida deliciosa y precios justos,positivo,,55.0,5.0,9.09,Orgánico,0.0,,,False,2025-10
DIG-00711,2026-01-18,January,Domingo,SUC005,Puebla,Puebla,Instagram,Pregunta,Comida deliciosa y precios justos,positivo,,479.0,58.0,12.11,Orgánico,0.0,True,13.0,False,2026-01
DIG-00712,2025-12-10,December,Miércoles,SUC001,Ciudad de México Centro,Ciudad de México,Facebook,Comentario,¡Los mejores tacos de la ciudad! 🌮,positivo,,3716.0,345.0,9.28,Orgánico,0.0,,,False,2025-12
DIG-00713,2026-01-20,January,Martes,SUC003,Guadalajara,Guadalajara,Instagram,Mención,Comida deliciosa y precios justos,positivo,,1310.0,69.0,5.27,Orgánico,0.0,,,False,2026-01
DIG-00714,2025-06-29,June,Domingo,SUC007,Cancún,Cancún,TikTok,Comentario,¡Los mejores tacos de la ciudad! 🌮,positivo,,22295.0,1999.0,8.97,Orgánico,0.0,,,False,2025-06
DIG-00715,2025-07-30,July,Miércoles,SUC007,Cancún,Cancún,TripAdvisor,Review,Excelente servicio y ambiente familiar,positivo,5.0,84.0,12.0,14.29,Orgánico,0.0,,,False,2025-07
DIG-00716,2025-11-27,November,Jueves,SUC009,Tijuana,Tijuana,Instagram,Like,"El mole está increíble, muy auténtico",positivo,,2377.0,209.0,8.79,Orgánico,0.0,,,False,2025-11
DIG-00717,2025-03-19,March,Miércoles,SUC010,León,León,TikTok,Comentario,¡Los mejores tacos de la ciudad! 🌮,positivo,,33662.0,3438.0,10.21,Orgánico,0.0,,,False,2025-03
DIG-00718,2025-10-12,October,Domingo,SUC006,Querétaro,Querétaro,Instagram,Review,Servicio normal,neutro,3.0,1742.0,116.0,6.66,Orgánico,0.0,,,False,2025-10
DIG-00719,2025-08-06,August,Miércoles,SUC004,Monterrey,Monterrey,Instagram,Mención,Comida deliciosa y precios justos,positivo,,4009.0,127.0,3.17,Festival del Mole,125.01,,,False,2025-08
DIG-00720,2025-08-09,August,Sábado,SUC001,Ciudad de México Centro,Ciudad de México,Instagram,Comentario,¡Los mejores tacos de la ciudad! 🌮,positivo,,2960.0,442.0,14.93,Festival del Mole,496.26,,,False,2025-08
DIG-00721,2025-08-29,August,Viernes,SUC010,León,León,Instagram,Mención,Ambiente perfecto para celebrar,positivo,,1588.0,62.0,3.9,Día de la Familia,276.82,,,False,2025-08
DIG-00722,2025-07-13,July,Domingo,SUC007,Cancún,Cancún,Facebook,Comentario,"Lugar promedio, cumple",neutro,,4628.0,591.0,12.77,Orgánico,0.0,,,True,2025-07
DIG-00723,2025-05-05,May,Lunes,SUC008,Mérida,Mérida,Yelp,Review,"Siempre regresamos, nunca falla",positivo,5.0,280.0,38.0,13.57,Orgánico,0.0,,,False,2025-05
DIG-00724,2025-04-21,April,Lunes,SUC002,Ciudad de México Sur,Ciudad de México,TikTok,Review,Precios elevados para la porción,negativo,2.0,20827.0,2969.0,14.26,Temporada de Pozole,377.07,True,16.0,True,2025-04
DIG-00725,2025-09-07,September,Domingo,SUC004,Monterrey,Monterrey,Facebook,Comentario,"Recomiendo 100%, no se arrepentirán",positivo,,3147.0,402.0,12.77,Orgánico,0.0,,,True,2025-09
DIG-00726,2025-11-14,November,Viernes,SUC005,Puebla,Puebla,Google Reviews,Review,El personal es muy amable,positivo,4.0,448.0,33.0,7.37,Orgánico,0.0,,,False,2025-11
DIG-00727,2025-04-05,April,Sábado,SUC007,Cancún,Cancún,Instagram,Queja,"El mole está increíble, muy auténtico",positivo,,1729.0,165.0,9.54,Orgánico,0.0,,,False,2025-04
DIG-00728,2026-01-08,January,Jueves,SUC007,Cancún,Cancún,TripAdvisor,Review,El personal es muy amable,positivo,4.0,293.0,36.0,12.29,Orgánico,0.0,,,False,2026-01
DIG-00729,2025-07-30,July,Miércoles,SUC010,León,León,TripAdvisor,Review,Ambiente perfecto para celebrar,positivo,5.0,451.0,33.0,7.32,Descuento Cumpleañeros,360.96,,,False,2025-07
DIG-00730,2025-02-02,February,Domingo,SUC006,Querétaro,Querétaro,Facebook,Comentario,Ambiente perfecto para celebrar,positivo,,1171.0,46.0,3.93,Orgánico,0.0,,,True,2025-02
DIG-00731,2025-02-21,February,Viernes,SUC003,Guadalajara,Guadalajara,Facebook,Mención,"Recomiendo 100%, no se arrepentirán",positivo,,4213.0,365.0,8.66,Orgánico,0.0,,,True,2025-02
DIG-00732,2025-11-04,November,Martes,SUC006,Querétaro,Querétaro,TikTok,Mención,Servicio normal,neutro,,35142.0,2407.0,6.85,Orgánico,0.0,,,False,2025-11
